Latence1;Latence2;Latence3;CPU1;RAM1;CPU2;RAM2;CPU3;RAM3;Coord1;Coord2
0.4822479458;0.1648545560;0.1800031173;0.58;0.8;0.49;0.3;0.68;0.4;2;5
0.5346943802;0.1289302449;0.2615111257;0.94;0.5;0.23;0.4;0.76;0.5;4;5
0.3780215130;0.2097093355;0.1697982340;0.91;0.5;0.56;0.4;0.38;0.3;5;2
0.3691879887;0.1518931211;0.1807852726;0.31;0.5;0.14;0.3;0.61;0.4;0;0
0.1993382086;0.2885988537;0.3467983326;0.44;0.5;0.61;0.6;0.33;0.5;1;3
0.2919368621;0.1496915183;0.1791854501;0.79;0.3;0.42;0.6;0.22;0.4;3;5
0.0872044803;0.1847223198;0.3245991517;0.31;0.7;0.59;0.4;0.92;0.7;5;5
0.2988278560;0.1807081935;0.1737734660;0.51;0.5;0.56;0.3;0.51;0.5;5;4
0.2113533489;0.2892694996;0.2748473391;0.16;0.4;0.57;0.8;0.42;0.6;5;4
0.3926167991;0.1574616793;0.3536867477;0.88;0.4;0.68;0.7;0.51;0.7;0;0
0.3091950992;0.1533991615;0.2217228635;0.73;0.4;0.81;0.5;0.25;0.6;5;3
0.3897028836;0.1408574640;0.1428975755;0.20;0.6;0.83;0.5;0.24;0.5;4;0
0.1043617346;0.2322518673;0.2219140657;0.92;0.6;0.54;0.7;0.87;0.8;3;3
0.1736889695;0.2142260163;0.1199349668;0.22;0.6;0.16;0.4;0.76;0.5;3;5
0.4439925012;0.1750432975;0.0952206974;0.12;0.7;0.91;0.6;0.37;0.8;3;5
0.5359434475;0.2282227320;0.2583177296;0.94;0.5;0.38;0.6;0.46;0.3;0;4
0.2888382009;0.1308651373;0.2745936550;0.30;0.6;0.32;0.7;0.93;0.4;5;0
0.0880678740;0.2242580939;0.1051520339;0.62;0.7;0.32;0.8;0.57;0.5;3;0
0.5454265870;0.1080975418;0.2944393079;0.50;0.7;0.81;0.3;0.57;0.5;3;3
0.5759922856;0.2232414039;0.1434312464;0.44;0.4;0.26;0.3;0.38;0.7;2;4
0.4255558576;0.1195941996;0.1667337107;0.11;0.8;0.34;0.4;0.40;0.8;5;2
0.0981698561;0.2153950899;0.3119952208;0.95;0.3;0.38;0.6;0.55;0.4;2;0
0.3071752154;0.1524098613;0.1341337188;0.93;0.6;0.15;0.6;0.79;0.4;3;3
0.3900358328;0.2244797285;0.0710865935;0.67;0.4;0.27;0.7;0.43;0.4;0;0
0.3856022297;0.2441882582;0.1083481235;0.36;0.7;0.49;0.4;0.20;0.6;4;3
0.1179289988;0.1517001399;0.3376129271;0.27;0.3;0.23;0.5;0.13;0.4;0;2
0.3635858513;0.1626702757;0.0931147682;0.22;0.7;0.54;0.6;0.24;0.8;2;0
0.1028062044;0.1854311668;0.1043206135;0.28;0.8;0.83;0.5;0.30;0.6;1;2
0.2967403425;0.1764126595;0.2344006655;0.96;0.7;0.55;0.7;0.43;0.3;3;5
0.2575752469;0.1846380344;0.0864536180;0.30;0.5;0.85;0.7;0.85;0.5;4;2
0.3547316514;0.1454376528;0.2446761915;0.97;0.8;0.18;0.7;0.54;0.5;3;3
0.2561595103;0.2868975460;0.1731558925;0.37;0.8;0.61;0.5;0.49;0.5;5;2
0.3168620022;0.2004385864;0.3421353795;0.34;0.4;0.82;0.7;0.34;0.7;4;1
0.4234178789;0.1939378136;0.3361577864;0.92;0.6;0.55;0.3;0.37;0.8;0;3
0.5694769729;0.2440509544;0.2682534529;0.19;0.8;0.50;0.6;0.24;0.7;0;1
0.4629829415;0.1843994299;0.3219331164;0.86;0.4;0.11;0.4;0.78;0.5;2;2
0.1870127880;0.2100646989;0.1575434446;0.55;0.4;0.70;0.6;0.67;0.7;2;0
0.5266205019;0.1712032173;0.2539850536;0.63;0.4;0.15;0.5;0.50;0.4;1;4
0.5137271709;0.1763864343;0.3368732493;0.34;0.7;0.57;0.8;0.92;0.4;4;4
0.1104377201;0.1629755346;0.1238925932;0.64;0.5;0.35;0.5;0.53;0.5;2;5
0.1768529427;0.2485523145;0.0913118201;0.33;0.6;0.21;0.8;0.73;0.4;5;0
0.1902586934;0.2015954551;0.1462023349;0.52;0.7;0.76;0.8;0.78;0.5;1;3
0.4180644974;0.1198497536;0.1032575397;0.28;0.4;0.36;0.7;0.51;0.7;0;3
0.2599985850;0.1167390499;0.2619979965;0.56;0.4;0.80;0.7;0.70;0.6;4;5
0.1527827423;0.1541681486;0.0785376556;0.84;0.6;0.17;0.3;0.53;0.7;2;2
0.5379374605;0.1147116287;0.0830844517;0.25;0.7;0.70;0.7;0.16;0.6;5;2
0.3509344786;0.2169984431;0.3194834402;0.55;0.5;0.49;0.7;0.37;0.8;1;4
0.5351835408;0.1266821589;0.0669087117;0.23;0.5;0.89;0.7;0.76;0.7;1;3
0.5839033951;0.1250811495;0.1435484384;0.45;0.3;0.58;0.5;0.38;0.4;2;1
0.0826677050;0.1688167215;0.2526935418;0.64;0.8;0.59;0.7;0.80;0.7;1;3
0.2484089081;0.2483443059;0.0975990854;0.51;0.4;0.51;0.4;0.35;0.4;1;3
0.5314834025;0.1448199770;0.3217829925;0.65;0.8;0.70;0.5;0.40;0.8;3;2
0.2233755869;0.2784883430;0.1368858288;0.16;0.3;0.92;0.7;0.15;0.8;0;4
0.3862651378;0.2465751949;0.1799333502;0.51;0.7;0.78;0.6;0.35;0.6;3;5
0.1824230101;0.1820940694;0.1755896463;0.20;0.5;0.78;0.5;0.76;0.7;0;4
0.1377089550;0.1127760151;0.2506212352;0.26;0.5;0.57;0.3;0.44;0.6;5;3
0.0826389938;0.2491735421;0.2005472537;0.85;0.5;0.67;0.6;0.85;0.5;5;1
0.3251838570;0.1989279466;0.2777722331;0.60;0.6;0.83;0.8;0.76;0.5;5;0
0.2956146147;0.2469742392;0.2904039483;0.49;0.4;0.85;0.5;0.23;0.5;3;4
0.5246480080;0.2917915077;0.0995924864;0.35;0.4;0.61;0.4;0.62;0.5;2;3
0.2060192997;0.1116076293;0.3201276131;0.87;0.8;0.29;0.7;0.34;0.4;1;5
0.1954385359;0.1230084145;0.3283476571;0.45;0.5;0.89;0.5;0.32;0.7;4;4
0.2060825766;0.1638230387;0.1053761303;0.12;0.5;0.36;0.4;0.42;0.7;0;5
0.4607997587;0.2642429364;0.1439410595;0.55;0.6;0.28;0.6;0.14;0.7;2;4
0.3791302064;0.2558834226;0.2556575381;0.91;0.6;0.84;0.4;0.58;0.7;0;4
0.4589863563;0.2175067447;0.3438116115;0.59;0.7;0.37;0.5;0.14;0.4;0;3
0.0679623722;0.2131580402;0.3585728190;0.18;0.8;0.26;0.3;0.52;0.5;1;1
0.4406787766;0.1339193127;0.1113820058;0.17;0.3;0.39;0.6;0.71;0.6;5;0
0.2632773035;0.1290484828;0.1826856200;0.12;0.4;0.86;0.5;0.61;0.6;5;2
0.2855330910;0.1424075793;0.2737743523;0.59;0.8;0.43;0.5;0.74;0.7;3;2
0.0895929669;0.2391982017;0.1804925601;0.62;0.7;0.45;0.8;0.31;0.7;1;4
0.3638459793;0.2213010002;0.2529471029;0.53;0.5;0.61;0.3;0.91;0.8;0;0
0.2193647975;0.2817782827;0.0842213248;0.88;0.4;0.53;0.6;0.71;0.8;1;2
0.1421713326;0.1379036951;0.2786297120;0.37;0.6;0.44;0.3;0.63;0.4;3;1
0.2322750231;0.2542009528;0.1754628346;0.47;0.5;0.68;0.7;0.78;0.4;3;1
0.5612838582;0.2589218843;0.1168381332;0.73;0.7;0.46;0.7;0.78;0.6;5;3
0.2865294087;0.2543053325;0.3078188979;0.11;0.3;0.14;0.6;0.50;0.4;4;2
0.5187088269;0.2342724677;0.1189304453;0.26;0.6;0.72;0.7;0.29;0.5;1;0
0.1328306139;0.2040616090;0.1601660521;0.32;0.5;0.29;0.5;0.52;0.6;0;5
0.4304090061;0.1410064583;0.2333287297;0.60;0.5;0.15;0.8;0.77;0.8;0;4
0.2075356722;0.1408019733;0.1682334537;0.73;0.5;0.17;0.8;0.88;0.6;1;5
0.5123363733;0.2637862572;0.1792115532;0.45;0.6;0.26;0.6;0.83;0.3;4;4
0.3281898028;0.2132715750;0.1265016427;0.84;0.6;0.76;0.4;0.62;0.4;4;3
0.4895590316;0.2064176278;0.2261768725;0.67;0.4;0.61;0.8;0.94;0.4;2;4
0.3504905028;0.2795624217;0.2054778417;0.77;0.4;0.68;0.4;0.86;0.3;4;0
0.0773228213;0.1591173079;0.1353446843;0.85;0.7;0.72;0.4;0.30;0.5;4;4
0.1125151399;0.1963429264;0.3416163364;0.92;0.6;0.39;0.7;0.85;0.3;2;3
0.3157228101;0.2309986620;0.1324332251;0.82;0.6;0.60;0.5;0.19;0.4;0;3
0.1820344842;0.2910986202;0.2204647379;0.70;0.4;0.88;0.8;0.78;0.7;3;3
0.0660344916;0.1752396362;0.1844745487;0.40;0.4;0.24;0.8;0.25;0.3;0;3
0.3691258359;0.2169139707;0.3536566728;0.93;0.3;0.29;0.6;0.72;0.7;1;2
0.5688372678;0.1682048886;0.0662741627;0.32;0.7;0.64;0.5;0.41;0.3;1;0
0.3995508743;0.1927721933;0.2175521914;0.91;0.8;0.46;0.7;0.84;0.4;1;0
0.2520200136;0.1669837239;0.2357312235;0.96;0.3;0.29;0.3;0.57;0.6;5;0
0.3056236152;0.2736105425;0.1887401770;0.22;0.6;0.90;0.4;0.32;0.4;5;4
0.2097478936;0.2307747600;0.1410104652;0.33;0.7;0.22;0.6;0.64;0.4;2;3
0.5112350297;0.1220456320;0.3407508336;0.54;0.4;0.67;0.3;0.81;0.6;2;0
0.2533862720;0.2740398191;0.2972974022;0.18;0.6;0.43;0.7;0.84;0.8;4;5
0.1290768477;0.2656576986;0.1577692244;0.26;0.8;0.40;0.8;0.79;0.5;1;0
0.1597149853;0.1917891172;0.1343626460;0.35;0.7;0.91;0.4;0.75;0.4;1;1
0.3275888820;0.1728899860;0.2697535943;0.42;0.3;0.73;0.6;0.95;0.5;4;3
0.2436560632;0.2302976228;0.1134537908;0.44;0.5;0.16;0.7;0.35;0.7;4;5
0.4285655149;0.1253484907;0.1123180677;0.36;0.5;0.96;0.8;0.51;0.4;1;4
0.1836772830;0.2345991235;0.1738424110;0.10;0.5;0.64;0.5;0.75;0.6;3;0
0.2033101115;0.1926424689;0.2576140277;0.14;0.4;0.56;0.7;0.92;0.3;4;2
0.1518234910;0.2231473346;0.2964847425;0.44;0.5;0.56;0.4;0.89;0.4;3;1
0.1043817797;0.1748993081;0.3554385412;0.60;0.6;0.13;0.3;0.70;0.4;3;5
0.3755412017;0.1177197167;0.2341871219;0.38;0.5;0.67;0.4;0.19;0.6;0;0
0.2570451017;0.1685914153;0.3132589007;0.32;0.7;0.34;0.4;0.22;0.8;5;0
0.4904513623;0.1146592203;0.3286612230;0.46;0.7;0.65;0.6;0.52;0.5;1;2
0.5713039192;0.2504713188;0.0972857704;0.88;0.7;0.65;0.6;0.18;0.6;5;2
0.3398010139;0.2172060051;0.1334021209;0.17;0.5;0.71;0.5;0.80;0.5;4;2
0.1346067394;0.2055257654;0.1041764491;0.80;0.4;0.46;0.8;0.24;0.5;1;0
0.4941681480;0.2041523187;0.1356445115;0.17;0.5;0.72;0.5;0.40;0.8;3;0
0.2354618297;0.1691108725;0.1393429296;0.55;0.3;0.46;0.7;0.58;0.3;4;1
0.2961315672;0.2588571188;0.1434212828;0.14;0.7;0.92;0.6;0.74;0.4;5;2
0.4293155995;0.1555345226;0.1222010448;0.70;0.4;0.56;0.5;0.76;0.5;4;1
0.4650076154;0.1343984202;0.2993211559;0.29;0.3;0.88;0.6;0.89;0.7;2;2
0.4895194340;0.2348460573;0.1450838533;0.50;0.4;0.94;0.6;0.62;0.8;3;3
0.4019066102;0.2479869757;0.2233302324;0.41;0.7;0.91;0.5;0.17;0.3;5;2
0.3129061166;0.2206005756;0.2480230001;0.21;0.5;0.79;0.6;0.73;0.7;1;4
0.1247430410;0.2056355002;0.3414729373;0.52;0.6;0.36;0.7;0.77;0.4;1;4
0.4586116262;0.2139084975;0.3083212142;0.83;0.4;0.82;0.6;0.36;0.4;1;4
0.1295613669;0.2450494650;0.1827588637;0.38;0.7;0.88;0.6;0.87;0.4;3;4
0.4045311423;0.1719402052;0.3032559945;0.77;0.5;0.16;0.4;0.18;0.4;1;2
0.2613817823;0.1369819402;0.0941840848;0.48;0.7;0.95;0.7;0.94;0.5;1;1
0.1021863158;0.1973186462;0.2538129286;0.97;0.4;0.81;0.5;0.78;0.8;0;2
0.4600657746;0.1276355134;0.1439608134;0.25;0.8;0.85;0.5;0.64;0.3;1;2
0.2518678791;0.1873117515;0.1735887623;0.29;0.3;0.93;0.5;0.23;0.5;4;0
0.1312014337;0.1984213571;0.3206060064;0.82;0.4;0.77;0.4;0.35;0.7;2;4
0.1755483106;0.1488741187;0.1772241376;0.83;0.6;0.77;0.5;0.31;0.5;4;0
0.5425448459;0.1709589303;0.0715042997;0.70;0.4;0.73;0.6;0.78;0.7;5;1
0.1759993849;0.2794228965;0.1107680749;0.61;0.6;0.93;0.7;0.92;0.4;2;4
0.5839595336;0.1916264807;0.2044127912;0.37;0.4;0.10;0.5;0.23;0.5;0;3
0.4659135183;0.1641620604;0.1312622596;0.52;0.6;0.52;0.5;0.54;0.8;3;1
0.2904448059;0.1778608018;0.3110020207;0.68;0.6;0.95;0.4;0.62;0.5;3;3
0.4050126216;0.2031319977;0.2201960338;0.16;0.4;0.82;0.4;0.33;0.6;4;5
0.3546569452;0.1794259417;0.3240901869;0.38;0.5;0.26;0.5;0.54;0.4;4;5
0.3526594713;0.2689581333;0.1666479107;0.67;0.8;0.84;0.5;0.27;0.5;1;5
0.2858285448;0.1306627861;0.0989253902;0.49;0.5;0.76;0.5;0.89;0.7;5;2
0.3326093169;0.1523264294;0.1343769932;0.78;0.5;0.71;0.6;0.14;0.7;0;1
0.3267301774;0.2190703617;0.3261043160;0.33;0.7;0.34;0.6;0.92;0.7;0;1
0.5821419347;0.2753039503;0.1863099546;0.19;0.7;0.18;0.5;0.16;0.5;5;4
0.2859164259;0.1694991381;0.0694027926;0.19;0.4;0.64;0.3;0.91;0.6;2;3
0.3509375804;0.2566886799;0.1390794538;0.89;0.7;0.33;0.4;0.95;0.6;1;0
0.1461239275;0.2043715374;0.3120105370;0.66;0.7;0.67;0.4;0.91;0.3;5;2
0.4250538652;0.2357714708;0.2911837609;0.86;0.5;0.25;0.5;0.20;0.4;5;4
0.1984965286;0.2890937374;0.1605568133;0.31;0.5;0.62;0.5;0.75;0.4;2;5
0.4865896013;0.1257893753;0.2364048451;0.90;0.5;0.96;0.7;0.36;0.5;2;1
0.5574033829;0.1746691434;0.2821243644;0.94;0.6;0.55;0.7;0.10;0.6;5;4
0.1294344756;0.2755506591;0.1858079446;0.34;0.5;0.38;0.8;0.47;0.6;2;2
0.4840083900;0.2702768973;0.2137987166;0.54;0.6;0.68;0.7;0.14;0.8;5;2
0.2444390109;0.2099422727;0.3368804409;0.26;0.6;0.56;0.4;0.83;0.4;1;1
0.1984649067;0.1541550711;0.0788716862;0.33;0.5;0.97;0.4;0.41;0.3;0;2
0.4334555271;0.1409587457;0.1518806751;0.62;0.4;0.88;0.7;0.29;0.4;3;1
0.3764917440;0.1133530607;0.2484130684;0.56;0.8;0.29;0.4;0.85;0.4;0;1
0.5749944555;0.2074110399;0.3428713308;0.66;0.5;0.88;0.6;0.86;0.5;3;5
0.4742906807;0.1199836496;0.1396534898;0.25;0.4;0.86;0.7;0.23;0.7;4;5
0.3441493272;0.2376454474;0.2885956415;0.24;0.4;0.45;0.7;0.66;0.7;5;3
0.1207526686;0.1840311756;0.2149558199;0.33;0.7;0.39;0.7;0.73;0.6;4;1
0.1300396346;0.2087353351;0.3364331780;0.22;0.4;0.66;0.7;0.24;0.7;2;2
0.3072558268;0.1727469348;0.1669766588;0.32;0.7;0.69;0.5;0.53;0.4;0;5
0.3562778018;0.1282268614;0.1635184689;0.74;0.4;0.52;0.3;0.91;0.8;5;2
0.2334975667;0.1656592886;0.0735069293;0.70;0.7;0.93;0.8;0.38;0.6;2;4
0.1388387576;0.2220002786;0.3505065084;0.37;0.4;0.24;0.7;0.40;0.3;1;0
0.4704773356;0.1675598784;0.1556491386;0.54;0.5;0.48;0.6;0.37;0.5;4;2
0.3458067049;0.2628633138;0.3445091646;0.55;0.3;0.47;0.5;0.68;0.6;0;0
0.5511122910;0.1504662587;0.3438370281;0.14;0.6;0.33;0.5;0.33;0.5;5;5
0.4564319249;0.1577244348;0.1132114208;0.22;0.6;0.71;0.6;0.36;0.6;1;2
0.5261460227;0.1927654920;0.1350548128;0.25;0.5;0.31;0.8;0.86;0.5;5;0
0.4318527271;0.2199836150;0.2059680424;0.41;0.4;0.53;0.4;0.34;0.4;0;0
0.2285953146;0.2820361985;0.1255426751;0.63;0.6;0.19;0.8;0.85;0.5;2;0
0.4328034529;0.2903198602;0.3526330293;0.13;0.4;0.63;0.6;0.67;0.5;4;5
0.1612299758;0.1284506861;0.3477914732;0.43;0.7;0.20;0.6;0.57;0.4;2;3
0.3147830530;0.1810705781;0.0832844149;0.32;0.3;0.21;0.4;0.14;0.6;2;5
0.0741687943;0.2818455232;0.1036932010;0.91;0.4;0.34;0.5;0.53;0.4;2;0
0.2547441906;0.1643735030;0.1969421976;0.38;0.4;0.80;0.7;0.82;0.8;0;5
0.3530280151;0.1489482175;0.0876644124;0.81;0.7;0.44;0.4;0.31;0.7;2;3
0.3746108947;0.1436657361;0.2360143328;0.28;0.4;0.20;0.5;0.59;0.5;3;3
0.2666019240;0.1703765098;0.1419499148;0.71;0.8;0.54;0.4;0.96;0.8;2;3
0.3930343720;0.2470727299;0.1152514179;0.17;0.7;0.88;0.5;0.50;0.6;4;1
0.5144918195;0.1127683789;0.2312243054;0.23;0.6;0.60;0.5;0.81;0.6;5;1
0.5455510390;0.1873284884;0.1874899831;0.66;0.7;0.28;0.3;0.48;0.8;5;2
0.5473156896;0.2870969238;0.3570174310;0.86;0.4;0.31;0.7;0.23;0.6;3;4
0.1686741904;0.2903333953;0.0706485210;0.19;0.7;0.42;0.7;0.49;0.7;5;0
0.1557210953;0.2536138956;0.1799567984;0.62;0.5;0.62;0.6;0.78;0.3;3;0
0.3201204593;0.1961408446;0.1710384525;0.66;0.7;0.45;0.3;0.55;0.5;0;5
0.3753116788;0.1151429333;0.3057561638;0.85;0.5;0.61;0.8;0.58;0.5;1;3
0.1517627208;0.1305107336;0.1846495367;0.24;0.4;0.83;0.6;0.32;0.7;3;0
0.3727364581;0.2400079638;0.0987940911;0.94;0.7;0.83;0.4;0.37;0.7;3;5
0.5717705597;0.1706214962;0.3117560003;0.72;0.5;0.84;0.6;0.19;0.7;2;2
0.3573517661;0.1693740519;0.1668519069;0.53;0.3;0.60;0.5;0.84;0.6;1;3
0.1451463229;0.2837861413;0.1480717396;0.72;0.7;0.11;0.4;0.22;0.5;4;0
0.5357827891;0.1613925118;0.1409683331;0.70;0.6;0.82;0.6;0.34;0.8;4;1
0.2916559582;0.1393056322;0.1483714415;0.29;0.4;0.62;0.6;0.45;0.8;3;1
0.5442319493;0.2871925415;0.3086901493;0.81;0.7;0.53;0.5;0.52;0.5;4;0
0.4087456414;0.1467848276;0.2111944818;0.13;0.6;0.75;0.3;0.74;0.3;1;2
0.1286788651;0.2114251622;0.2096882471;0.86;0.6;0.34;0.8;0.47;0.4;1;2
0.2863587626;0.1249887078;0.1324633948;0.30;0.6;0.91;0.5;0.32;0.5;1;0
0.0866314663;0.2644218014;0.2185619887;0.40;0.8;0.96;0.6;0.63;0.5;0;3
0.5131354138;0.1357913616;0.1902555845;0.86;0.7;0.35;0.8;0.85;0.6;2;0
0.2715327508;0.1997131288;0.2552618715;0.90;0.8;0.39;0.6;0.86;0.6;2;3
0.5003747389;0.2701496525;0.1241526272;0.18;0.4;0.27;0.6;0.73;0.5;0;1
0.2968382750;0.1690478284;0.1292337544;0.19;0.4;0.21;0.4;0.21;0.4;1;1
0.2511923799;0.1291749016;0.2472772766;0.63;0.7;0.63;0.6;0.45;0.5;3;4
0.1465462644;0.1313857436;0.2987081805;0.96;0.3;0.26;0.3;0.87;0.4;3;2
0.1556796490;0.2671696086;0.1778004729;0.72;0.6;0.88;0.8;0.33;0.3;4;4
0.5293394804;0.2528147080;0.1568374472;0.30;0.8;0.51;0.8;0.13;0.5;1;4
0.1353841650;0.1216050694;0.2783053009;0.34;0.4;0.38;0.6;0.11;0.6;1;3
0.0624976438;0.2053719606;0.3564153718;0.44;0.5;0.55;0.5;0.29;0.6;4;2
0.4988427608;0.1742493946;0.1406931445;0.55;0.7;0.54;0.4;0.63;0.8;1;0
0.4892494784;0.1566779969;0.3411993341;0.12;0.5;0.95;0.5;0.74;0.4;5;4
0.1940953961;0.2306128973;0.3382934146;0.78;0.5;0.96;0.4;0.19;0.8;3;5
0.4433257932;0.1708653635;0.1319300963;0.20;0.7;0.21;0.7;0.49;0.4;0;1
0.2731313888;0.1862406932;0.2596507669;0.53;0.7;0.47;0.6;0.43;0.3;2;0
0.1236396175;0.1430780535;0.0910650805;0.21;0.6;0.14;0.6;0.93;0.7;2;0
0.5489172082;0.1093405108;0.3165182835;0.59;0.7;0.13;0.3;0.90;0.4;2;3
0.1637321848;0.1970418099;0.2452403421;0.67;0.3;0.13;0.8;0.13;0.4;2;0
0.5143550197;0.1698828556;0.1412314993;0.41;0.8;0.84;0.8;0.43;0.7;3;5
0.1516620125;0.1928567290;0.3175089780;0.85;0.3;0.42;0.6;0.29;0.4;5;3
0.5340916311;0.1768556337;0.1594020325;0.59;0.5;0.51;0.6;0.13;0.6;1;4
0.1695148006;0.2779147775;0.1942072178;0.68;0.5;0.33;0.5;0.27;0.8;1;2
0.5850356357;0.1953004273;0.1202147058;0.24;0.6;0.22;0.6;0.95;0.6;0;2
0.2172485397;0.1771725997;0.1364527826;0.15;0.3;0.13;0.8;0.82;0.6;3;3
0.1436861123;0.2075002148;0.1966509041;0.35;0.4;0.67;0.6;0.81;0.6;0;2
0.1182418233;0.1282784469;0.1434024621;0.14;0.4;0.54;0.7;0.94;0.8;5;4
0.0930679086;0.2532008264;0.0683228147;0.13;0.5;0.57;0.7;0.33;0.6;4;3
0.0879041223;0.1784005128;0.0666430018;0.24;0.8;0.11;0.6;0.97;0.5;5;2
0.4990202062;0.2922410109;0.1831162808;0.28;0.7;0.77;0.5;0.68;0.4;3;5
0.4976270471;0.1465964738;0.2085673783;0.33;0.5;0.38;0.7;0.84;0.6;3;1
0.1080636115;0.1762485859;0.3591737124;0.21;0.7;0.22;0.7;0.22;0.8;4;3
0.5043764375;0.1193989045;0.3170542231;0.81;0.7;0.52;0.3;0.35;0.8;5;0
0.5542630178;0.1719955476;0.1218428050;0.31;0.4;0.82;0.3;0.13;0.3;1;3
0.3585460600;0.1306761683;0.3607681699;0.88;0.4;0.59;0.3;0.79;0.5;2;0
0.2822618349;0.1081947144;0.1885555323;0.85;0.7;0.93;0.5;0.46;0.5;4;4
0.3476541831;0.1381799961;0.1158648783;0.25;0.7;0.96;0.5;0.80;0.5;5;5
0.5500356441;0.1808809551;0.2888440604;0.72;0.4;0.45;0.7;0.75;0.7;3;1
0.5592116196;0.2198870297;0.2661650149;0.63;0.8;0.48;0.5;0.21;0.5;2;3
0.2067878822;0.1849908261;0.2540800623;0.73;0.5;0.82;0.6;0.80;0.8;0;3
0.5157371566;0.2552767618;0.2459022404;0.34;0.6;0.15;0.5;0.71;0.6;1;1
0.5143081492;0.2211896335;0.1821907362;0.36;0.6;0.48;0.7;0.19;0.4;4;3
0.4135702072;0.2156555569;0.1852472689;0.87;0.5;0.78;0.8;0.28;0.8;5;1
0.5273759103;0.2208345422;0.2940866226;0.37;0.4;0.61;0.5;0.81;0.7;3;2
0.4056524339;0.2550276736;0.2966839710;0.72;0.6;0.74;0.6;0.30;0.7;1;1
0.1657239663;0.2611230486;0.1326926202;0.14;0.5;0.56;0.3;0.64;0.5;5;2
0.4938798412;0.1340716377;0.1717152696;0.68;0.6;0.75;0.6;0.57;0.4;3;3
0.0672267370;0.2784258626;0.3091687907;0.88;0.8;0.66;0.5;0.90;0.5;3;5
0.2459722166;0.2840496813;0.2581168781;0.42;0.4;0.56;0.4;0.43;0.6;0;4
0.5545385794;0.2583322389;0.2689860157;0.35;0.6;0.56;0.3;0.70;0.3;1;2
0.0991123072;0.2819250737;0.1734275243;0.33;0.4;0.27;0.4;0.85;0.7;1;0
0.0886894152;0.1345954555;0.3161566333;0.10;0.4;0.39;0.5;0.64;0.7;5;1
0.3041995431;0.2698810555;0.2232645398;0.63;0.7;0.30;0.4;0.70;0.4;3;4
0.4539801013;0.1670817219;0.3424570834;0.63;0.7;0.24;0.7;0.20;0.5;0;4
0.2994429839;0.1275469478;0.1783328706;0.40;0.5;0.77;0.7;0.65;0.5;5;5
0.5276501341;0.1233723559;0.1840087179;0.39;0.6;0.26;0.3;0.37;0.5;5;3
0.2389142485;0.2768600638;0.1123069147;0.51;0.6;0.24;0.8;0.95;0.5;0;0
0.0736172535;0.1481371040;0.2704504266;0.87;0.5;0.24;0.5;0.48;0.7;5;3
0.4958135646;0.2709878149;0.3540951827;0.78;0.6;0.37;0.4;0.45;0.4;1;2
0.1817915623;0.2190380826;0.2442230698;0.71;0.5;0.22;0.6;0.69;0.4;2;5
0.1517707178;0.2235587175;0.1273959033;0.78;0.6;0.20;0.6;0.16;0.4;2;5
0.5029096431;0.1183103118;0.1512981419;0.19;0.5;0.89;0.7;0.76;0.4;0;5
0.3291372506;0.1738244833;0.2381856417;0.75;0.8;0.82;0.4;0.46;0.5;3;1
0.4498798640;0.2508515599;0.2854431262;0.37;0.8;0.63;0.5;0.19;0.3;3;5
0.3077790780;0.2675512153;0.3360440378;0.85;0.6;0.92;0.8;0.93;0.5;2;0
0.4960949724;0.1196299482;0.1344763321;0.56;0.4;0.50;0.7;0.24;0.6;0;0
0.1197882991;0.2680673595;0.2334729200;0.42;0.5;0.18;0.6;0.17;0.8;1;3
0.2227605458;0.1934088202;0.0697320427;0.28;0.3;0.89;0.4;0.25;0.7;0;2
0.4710170739;0.2390015372;0.3290562909;0.85;0.7;0.14;0.7;0.61;0.5;2;3
0.4397362987;0.2234701238;0.0991819698;0.51;0.7;0.97;0.3;0.79;0.4;2;2
0.0851728756;0.2647561002;0.2269608854;0.18;0.7;0.55;0.4;0.92;0.7;3;4
0.1957102508;0.2213305476;0.1343150433;0.12;0.8;0.57;0.7;0.65;0.5;2;1
0.4662694446;0.1684662053;0.2551329679;0.87;0.6;0.26;0.8;0.55;0.5;0;0
0.5466171163;0.2207363667;0.2706303088;0.67;0.5;0.26;0.8;0.53;0.8;4;1
0.1181370250;0.1305723816;0.1756203071;0.19;0.4;0.76;0.5;0.47;0.4;1;3
0.0690327501;0.1311141414;0.1709984546;0.18;0.6;0.51;0.6;0.88;0.6;1;1
0.3942677119;0.1807130000;0.3033245370;0.37;0.4;0.90;0.5;0.14;0.6;1;0
0.4158489176;0.2936266958;0.1048206639;0.90;0.5;0.41;0.7;0.57;0.3;0;2
0.5576043884;0.2297939390;0.1324453484;0.54;0.5;0.54;0.7;0.89;0.6;4;1
0.2455062621;0.2449966960;0.3635725618;0.50;0.6;0.77;0.6;0.19;0.7;3;1
0.3037069565;0.2201762688;0.0961879324;0.18;0.4;0.55;0.4;0.12;0.4;5;3
0.1833044490;0.2592338477;0.2001639204;0.45;0.6;0.57;0.8;0.72;0.4;1;1
0.4929731731;0.2923791364;0.2093194410;0.54;0.7;0.11;0.6;0.46;0.5;0;1
0.5158104476;0.1879435179;0.1982342868;0.18;0.8;0.71;0.7;0.49;0.4;1;5
0.5736581639;0.1929069158;0.3242359280;0.53;0.6;0.45;0.7;0.97;0.8;0;5
