Latence1;Latence2;Latence3;CPU1;RAM1;CPU2;RAM2;CPU3;RAM3;Coord1;Coord2;CoordCar1;CoordCar2
0.0835372746;0.1240477612;0.2071302672;0.24;0.5;0.69;0.5;0.90;0.8;2;2;3;1
0.5721011456;0.2303804528;0.3371570560;0.63;0.5;0.77;0.4;0.36;0.4;1;1;2;3
0.3031075650;0.1542887214;0.2136041735;0.49;0.4;0.76;0.6;0.11;0.5;2;4;4;2
0.3591765434;0.1224854377;0.1063627384;0.90;0.5;0.86;0.4;0.68;0.6;4;3;1;3
0.5704784192;0.1367796098;0.2788776229;0.16;0.5;0.82;0.6;0.88;0.3;1;4;3;2
0.0680712777;0.2642419444;0.3306847100;0.59;0.8;0.70;0.7;0.34;0.5;4;3;4;3
0.2779997079;0.2148153148;0.1133573967;0.69;0.5;0.71;0.5;0.10;0.7;3;2;2;4
0.1860209354;0.1765257314;0.1341943101;0.77;0.5;0.24;0.4;0.24;0.6;4;4;4;3
0.1137155804;0.1625357398;0.3163573396;0.59;0.3;0.61;0.5;0.81;0.3;1;3;1;2
0.3140381972;0.2047796463;0.3196697109;0.34;0.4;0.11;0.3;0.41;0.7;1;3;3;3
0.1142490192;0.1201051334;0.1889524289;0.87;0.8;0.58;0.5;0.71;0.7;4;2;3;3
0.3844107707;0.1202699895;0.3640161970;0.25;0.6;0.53;0.4;0.76;0.6;2;3;4;4
0.4011277872;0.1113931182;0.2753760241;0.90;0.7;0.41;0.6;0.90;0.8;3;1;1;3
0.2659709397;0.1946786671;0.3359633317;0.32;0.6;0.76;0.6;0.76;0.5;3;1;4;4
0.3010734991;0.2399003640;0.1385746203;0.70;0.6;0.70;0.3;0.30;0.8;3;3;2;1
0.2326297969;0.1168316218;0.2579830564;0.34;0.5;0.17;0.6;0.25;0.5;2;4;4;1
0.1351638515;0.1612340259;0.2391537295;0.26;0.6;0.19;0.7;0.61;0.4;1;3;3;1
0.3122253360;0.2393138299;0.1970683894;0.75;0.6;0.16;0.7;0.74;0.7;2;2;3;4
0.3517236643;0.1803854033;0.2905420112;0.92;0.8;0.76;0.5;0.48;0.7;2;1;4;3
0.4961081411;0.2010908591;0.3291848483;0.94;0.8;0.88;0.5;0.50;0.8;2;2;3;1
0.1586799019;0.1165880225;0.1428557432;0.56;0.5;0.12;0.8;0.39;0.4;2;1;2;1
0.1994022117;0.2607128938;0.3078003251;0.55;0.5;0.49;0.7;0.40;0.3;1;1;2;1
0.5562198801;0.1218694095;0.1395869819;0.25;0.4;0.75;0.7;0.59;0.4;1;4;4;4
0.2111055568;0.1138771789;0.1659123544;0.24;0.6;0.97;0.5;0.92;0.8;1;1;1;3
0.1253968899;0.1390654292;0.1029805859;0.22;0.3;0.68;0.4;0.68;0.6;3;1;2;1
0.2905566397;0.1466184456;0.3211714693;0.87;0.4;0.58;0.6;0.39;0.3;4;4;3;1
0.4995600284;0.1370613464;0.2413859186;0.15;0.7;0.41;0.7;0.52;0.4;4;2;2;1
0.5551246480;0.2062086850;0.2156577226;0.62;0.6;0.63;0.5;0.21;0.5;4;3;4;1
0.2242388409;0.1897400443;0.2142877571;0.89;0.4;0.93;0.4;0.21;0.5;4;1;2;3
0.3561012297;0.2581234921;0.3277787739;0.26;0.8;0.93;0.5;0.94;0.4;4;2;4;3
0.3806400027;0.1355782094;0.2196254523;0.64;0.7;0.35;0.3;0.65;0.5;4;4;3;1
0.4189983393;0.1207397970;0.3396217164;0.88;0.4;0.67;0.3;0.70;0.5;1;3;4;4
0.3484603311;0.1955837024;0.3199975208;0.88;0.6;0.12;0.4;0.91;0.3;4;4;1;4
0.5410537829;0.2475609597;0.0971673849;0.37;0.8;0.32;0.4;0.11;0.4;2;1;4;4
0.1833768170;0.1851998273;0.1611425384;0.52;0.6;0.40;0.5;0.90;0.4;2;2;2;1
0.4541402533;0.1816181437;0.2960754846;0.92;0.5;0.67;0.4;0.76;0.8;1;4;4;1
0.3825423707;0.1492521582;0.2862881084;0.35;0.6;0.13;0.7;0.63;0.5;4;4;4;2
0.4863062667;0.1121810008;0.2504528381;0.27;0.4;0.15;0.5;0.48;0.7;2;4;1;3
0.1034694313;0.2488878021;0.0756739477;0.38;0.7;0.19;0.8;0.24;0.8;1;4;2;1
0.1459780158;0.1218392133;0.1653835566;0.71;0.3;0.94;0.6;0.39;0.7;4;3;3;2
0.3929959364;0.2272893722;0.2222820987;0.71;0.5;0.52;0.8;0.94;0.3;2;1;4;2
0.3719936295;0.2067326950;0.3328314236;0.62;0.7;0.36;0.6;0.90;0.6;1;4;4;4
0.2254108774;0.2733984365;0.1564113328;0.89;0.7;0.56;0.3;0.81;0.7;3;4;4;2
0.3333837565;0.2228634311;0.2518003472;0.68;0.4;0.80;0.7;0.37;0.4;1;2;1;2
0.1606340206;0.2810452438;0.1629284412;0.14;0.5;0.94;0.6;0.65;0.3;1;2;2;4
0.4556764237;0.1724197609;0.1234220317;0.47;0.5;0.71;0.6;0.20;0.7;1;2;2;4
0.4529403587;0.1738775441;0.1109751136;0.75;0.7;0.16;0.4;0.78;0.7;2;3;1;1
0.4642754730;0.2065598615;0.3191980445;0.59;0.5;0.80;0.7;0.52;0.4;4;4;4;4
0.2390762674;0.1091843883;0.2755674066;0.65;0.7;0.61;0.4;0.12;0.4;2;1;1;2
0.5676105218;0.2850984709;0.3245393963;0.94;0.5;0.71;0.6;0.14;0.4;3;3;3;2
0.1245360474;0.1486520735;0.1164631739;0.44;0.8;0.54;0.7;0.16;0.8;3;2;3;3
0.4797077977;0.1374436664;0.1601739662;0.72;0.6;0.18;0.5;0.29;0.6;1;3;3;3
0.4862915565;0.2186774444;0.3594821090;0.85;0.3;0.37;0.7;0.47;0.8;1;4;2;2
0.0661985763;0.1384574393;0.0847911062;0.71;0.4;0.45;0.6;0.68;0.4;3;4;2;4
0.1542513527;0.2520519053;0.2909021588;0.46;0.4;0.26;0.7;0.87;0.7;1;2;3;4
0.5365723094;0.1955938333;0.2597791554;0.51;0.7;0.89;0.7;0.45;0.4;4;4;2;4
0.1000293393;0.2540133594;0.0685862210;0.78;0.7;0.26;0.8;0.23;0.7;3;4;2;2
0.3373284479;0.2474468152;0.3085539446;0.53;0.6;0.63;0.8;0.83;0.6;4;3;4;1
0.2644298709;0.1705456094;0.2895604700;0.73;0.4;0.29;0.6;0.87;0.4;1;2;1;4
0.2905477443;0.1628458368;0.3487601571;0.92;0.6;0.96;0.6;0.20;0.5;1;3;3;4
0.0905362291;0.1480447903;0.3043130933;0.30;0.5;0.10;0.7;0.71;0.6;1;2;1;3
0.2637292627;0.1291423918;0.3576008102;0.14;0.3;0.20;0.4;0.24;0.7;1;3;2;2
0.5326482187;0.1894959825;0.1967944841;0.47;0.4;0.73;0.7;0.71;0.8;1;2;2;2
0.2018008841;0.1778116759;0.2727021582;0.15;0.6;0.45;0.6;0.18;0.3;3;1;4;3
0.2486317270;0.2266947179;0.3194459331;0.20;0.4;0.35;0.5;0.24;0.4;1;4;4;4
0.1860781761;0.1845309260;0.1960166113;0.48;0.6;0.90;0.5;0.61;0.6;2;4;4;3
0.3888185687;0.1237169315;0.0806676822;0.13;0.4;0.90;0.6;0.43;0.7;2;4;3;2
0.0906362709;0.1810244975;0.1871346652;0.65;0.5;0.65;0.4;0.90;0.8;4;3;4;3
0.4888576774;0.2493006371;0.1925652299;0.63;0.8;0.22;0.4;0.72;0.6;2;1;4;4
0.1766290960;0.2597899116;0.1845170820;0.72;0.4;0.18;0.8;0.38;0.5;1;4;4;2
0.1898025859;0.2027479234;0.2143867412;0.27;0.4;0.65;0.7;0.90;0.7;4;1;3;4
0.0699222135;0.2434385112;0.1845577928;0.60;0.3;0.16;0.3;0.56;0.6;1;1;2;2
0.0811855105;0.1660976157;0.2413263728;0.46;0.6;0.49;0.7;0.64;0.7;2;2;4;3
0.5793429551;0.2262856810;0.2039494559;0.63;0.4;0.36;0.6;0.44;0.3;2;2;2;3
0.4310321173;0.1938636795;0.0878744503;0.41;0.6;0.84;0.5;0.45;0.5;1;4;2;4
0.1818407358;0.1204633438;0.1668697768;0.47;0.4;0.77;0.7;0.29;0.4;3;4;1;3
0.5051339087;0.2317830067;0.2776869719;0.62;0.6;0.75;0.3;0.80;0.3;4;1;2;4
0.2009024569;0.1477814060;0.3262643576;0.94;0.6;0.54;0.4;0.84;0.6;3;2;3;2
0.2206626678;0.1428951309;0.3563685871;0.57;0.7;0.62;0.4;0.15;0.5;4;4;3;4
0.4359849261;0.1097940147;0.2408162471;0.39;0.6;0.57;0.4;0.64;0.8;2;1;4;1
0.4152283945;0.2290539919;0.1785866029;0.52;0.7;0.60;0.5;0.23;0.6;2;3;1;2
0.0977170253;0.1644033773;0.1556648846;0.11;0.6;0.75;0.7;0.33;0.6;1;2;2;4
0.2209584244;0.2395256517;0.0703584418;0.95;0.6;0.30;0.5;0.18;0.6;1;3;3;3
0.0938668054;0.2255483864;0.3266115806;0.23;0.8;0.15;0.3;0.38;0.8;2;3;4;4
0.5752955182;0.2881402587;0.2036914135;0.18;0.7;0.83;0.5;0.38;0.4;3;3;3;3
0.0717216713;0.1882013046;0.2209779700;0.77;0.5;0.89;0.7;0.77;0.4;4;1;3;1
0.5072469501;0.1524259616;0.1872514548;0.17;0.4;0.51;0.8;0.15;0.5;2;4;2;4
0.1562317256;0.1706640202;0.1779644894;0.58;0.6;0.85;0.6;0.92;0.5;4;2;2;3
0.1471721725;0.1387275269;0.1264796966;0.32;0.6;0.66;0.4;0.38;0.7;1;4;1;3
0.1224014072;0.1442069171;0.1946659607;0.83;0.7;0.21;0.5;0.30;0.5;4;4;1;1
0.3908143542;0.2470195054;0.3142312606;0.50;0.5;0.55;0.8;0.53;0.4;4;1;4;1
0.4020932569;0.1298723844;0.2687867228;0.45;0.3;0.16;0.6;0.32;0.8;4;4;2;2
0.1898844896;0.2592210027;0.1802347143;0.15;0.4;0.97;0.4;0.87;0.5;2;2;1;4
0.3304911121;0.1312958279;0.3546497020;0.72;0.4;0.89;0.6;0.41;0.7;4;4;3;1
0.5652858430;0.2043495551;0.2668818390;0.54;0.4;0.75;0.4;0.48;0.7;4;3;4;2
0.3511740870;0.1618913785;0.1013744606;0.21;0.5;0.47;0.4;0.41;0.5;4;1;2;4
0.2072478339;0.2489160471;0.2498521028;0.35;0.5;0.31;0.3;0.14;0.5;2;4;1;4
0.1797157127;0.2009158259;0.1455348748;0.61;0.5;0.75;0.7;0.84;0.8;1;4;4;3
0.2361702239;0.2165811141;0.2411332990;0.37;0.8;0.30;0.5;0.26;0.8;1;3;4;1
0.2560404991;0.2368764531;0.1398202012;0.73;0.5;0.39;0.4;0.71;0.3;3;1;3;1
0.4019411132;0.1509989109;0.2567264994;0.69;0.8;0.25;0.4;0.54;0.3;2;4;2;2
0.4157249839;0.2794447845;0.2462133483;0.52;0.6;0.47;0.5;0.43;0.4;1;2;1;2
0.4302846816;0.1652441175;0.1880651869;0.32;0.7;0.64;0.5;0.87;0.6;2;2;1;1
0.1617631885;0.1981287069;0.3048059504;0.64;0.8;0.87;0.5;0.78;0.6;4;3;1;4
0.3835446849;0.1160727471;0.2128702672;0.85;0.4;0.75;0.3;0.61;0.3;4;2;2;1
0.5364811507;0.1967394591;0.2746555116;0.56;0.4;0.43;0.6;0.21;0.6;4;4;3;3
0.5699801584;0.1152834240;0.0830313527;0.44;0.7;0.68;0.8;0.87;0.3;3;4;2;1
0.1114370089;0.1540505493;0.1198463023;0.69;0.6;0.82;0.6;0.61;0.6;3;2;2;1
0.3769973061;0.1160660582;0.0744237399;0.84;0.6;0.54;0.4;0.95;0.6;4;3;3;3
0.4723250593;0.1171323624;0.2909005240;0.17;0.3;0.22;0.8;0.35;0.7;2;3;2;2
0.0767935692;0.1589081660;0.2653729117;0.16;0.5;0.61;0.3;0.41;0.6;2;2;2;3
0.0733973851;0.1617496629;0.2404317808;0.77;0.8;0.68;0.4;0.69;0.6;2;4;3;4
0.4389528477;0.2060333410;0.0804793235;0.39;0.4;0.13;0.6;0.56;0.3;3;2;3;2
0.5727888740;0.2575627710;0.1353138080;0.82;0.6;0.95;0.4;0.51;0.5;1;3;1;1
0.5760001903;0.1357078921;0.3007503783;0.27;0.4;0.60;0.5;0.26;0.4;4;2;2;3
0.1706079421;0.2716731714;0.2761954809;0.41;0.7;0.70;0.4;0.18;0.4;3;3;1;2
0.3197884766;0.1955850403;0.1464842324;0.74;0.5;0.12;0.5;0.23;0.4;4;2;3;2
0.2266822180;0.2712842609;0.3609016581;0.14;0.4;0.63;0.7;0.86;0.3;2;2;3;2
0.5146374314;0.1945487827;0.2817432392;0.11;0.4;0.37;0.5;0.48;0.5;4;4;3;1
0.5449253727;0.2046698541;0.1864197291;0.27;0.3;0.24;0.4;0.91;0.6;4;4;1;3
0.2162538063;0.1905811357;0.1603626287;0.37;0.3;0.57;0.4;0.34;0.6;3;3;4;2
0.4107746181;0.1845376486;0.2153250748;0.22;0.5;0.26;0.7;0.36;0.8;1;3;1;4
0.0986670580;0.1195699843;0.2941335294;0.24;0.6;0.14;0.5;0.78;0.5;4;1;1;1
0.4806221396;0.1589244107;0.2982556854;0.79;0.7;0.20;0.7;0.24;0.5;1;1;3;4
0.3872470595;0.2436617799;0.2741530090;0.45;0.7;0.70;0.4;0.59;0.7;2;2;2;4
0.2883470548;0.1223949578;0.3176680145;0.50;0.5;0.48;0.7;0.40;0.4;4;2;4;1
0.2229903908;0.1290969747;0.3534575481;0.52;0.5;0.43;0.4;0.85;0.5;3;2;2;4
0.1544626065;0.1585671124;0.1135193639;0.78;0.4;0.62;0.6;0.65;0.3;1;4;1;4
0.2473201183;0.1297955836;0.2105647215;0.40;0.5;0.43;0.6;0.69;0.7;3;2;1;4
0.3625840421;0.2866265064;0.2901006304;0.58;0.8;0.16;0.7;0.25;0.6;2;1;4;2
0.5625895391;0.1484994422;0.1155814561;0.71;0.7;0.82;0.4;0.74;0.5;4;4;2;1
0.1126228032;0.2432283576;0.1489690039;0.15;0.4;0.25;0.5;0.14;0.4;1;1;1;2
0.2812846894;0.2575307131;0.0659512124;0.77;0.7;0.16;0.4;0.80;0.7;4;4;2;2
0.1879742139;0.2788898411;0.2111613700;0.81;0.4;0.55;0.8;0.29;0.5;3;1;2;3
0.5231741327;0.2314594438;0.1844758363;0.74;0.5;0.90;0.4;0.71;0.5;4;3;1;1
0.5064378334;0.2934264575;0.3269160444;0.66;0.4;0.78;0.6;0.36;0.6;3;4;1;4
0.5041828055;0.2908942452;0.2633810882;0.83;0.4;0.36;0.8;0.92;0.7;3;2;1;4
0.4014041012;0.2166370066;0.3106608640;0.57;0.4;0.30;0.6;0.89;0.4;3;1;4;3
0.5545983893;0.1081151586;0.2688966241;0.31;0.6;0.19;0.5;0.46;0.8;4;2;1;4
0.5658517789;0.2919605031;0.2634385967;0.45;0.6;0.59;0.7;0.32;0.4;3;2;1;4
0.1825825965;0.1832323563;0.2351395270;0.80;0.4;0.69;0.3;0.62;0.4;4;1;4;4
0.5642159728;0.2256771705;0.2062630858;0.47;0.4;0.67;0.4;0.38;0.7;3;4;2;2
0.1342773270;0.2196678333;0.1031550424;0.71;0.4;0.34;0.5;0.94;0.4;2;1;2;1
0.2840271139;0.1091501284;0.1655415853;0.82;0.8;0.64;0.3;0.83;0.3;3;1;2;3
0.3571243232;0.2392217290;0.0829843304;0.84;0.5;0.42;0.8;0.92;0.7;2;3;4;4
0.1779711713;0.1592179455;0.1335767912;0.48;0.6;0.61;0.4;0.31;0.8;2;3;1;4
0.1019363929;0.2878967122;0.3001515611;0.83;0.7;0.35;0.6;0.28;0.4;3;3;1;4
0.3930706495;0.1146073189;0.3625678878;0.75;0.6;0.34;0.7;0.40;0.8;4;4;1;3
0.4263964319;0.1811225836;0.2304927471;0.34;0.4;0.54;0.8;0.63;0.8;1;3;2;1
0.4617716005;0.2093576204;0.1989765323;0.77;0.4;0.72;0.7;0.59;0.3;1;1;2;1
0.3319443822;0.1424231846;0.1704619760;0.81;0.8;0.41;0.4;0.38;0.5;3;1;4;1
0.5577398780;0.2738395429;0.1508313645;0.69;0.3;0.50;0.3;0.52;0.5;1;3;1;4
0.5044750875;0.2554417788;0.2498892237;0.14;0.4;0.14;0.7;0.13;0.5;2;2;3;3
0.5838774663;0.1120961880;0.2968086127;0.38;0.4;0.38;0.6;0.62;0.5;4;4;2;3
0.4785944007;0.2375128911;0.2362472948;0.29;0.7;0.12;0.7;0.67;0.7;3;3;4;3
0.2156771427;0.2715057400;0.1308323293;0.36;0.5;0.36;0.5;0.89;0.7;1;1;2;3
0.5678858490;0.1166114504;0.3154153182;0.44;0.6;0.45;0.7;0.59;0.3;1;4;4;3
0.4432476692;0.2060942551;0.1116260899;0.13;0.8;0.53;0.6;0.61;0.6;1;3;3;2
0.1426111141;0.2843820426;0.2187931157;0.27;0.7;0.33;0.4;0.48;0.4;3;3;2;3
0.3207596988;0.2451442698;0.3196200030;0.81;0.5;0.35;0.6;0.52;0.7;4;3;2;2
0.2201200323;0.1417897901;0.2851428094;0.18;0.7;0.61;0.6;0.71;0.5;3;2;4;3
0.5442495465;0.2590096524;0.2617185524;0.34;0.7;0.14;0.8;0.42;0.7;3;1;4;4
0.3790080550;0.2235708122;0.1420059279;0.51;0.4;0.78;0.6;0.62;0.5;4;3;4;1
0.5028083487;0.2620684274;0.1386089167;0.13;0.5;0.48;0.6;0.75;0.7;4;2;3;4
0.2842516414;0.1907729245;0.2598905605;0.93;0.6;0.38;0.3;0.49;0.4;1;3;2;1
0.1606945123;0.2309691942;0.2804226585;0.83;0.8;0.96;0.7;0.29;0.4;1;3;4;2
0.5013084694;0.1557022578;0.0681245165;0.25;0.5;0.35;0.7;0.15;0.5;4;1;4;4
0.5866162263;0.2431763708;0.2175741322;0.21;0.6;0.83;0.6;0.84;0.5;3;2;1;3
0.1811779505;0.1480073385;0.1853937771;0.92;0.4;0.81;0.4;0.40;0.4;1;2;2;4
0.3276610791;0.1648556042;0.2672896872;0.70;0.7;0.15;0.8;0.40;0.6;4;2;1;2
0.0866537485;0.1282813383;0.3386208628;0.57;0.8;0.30;0.4;0.65;0.7;4;4;1;4
0.3435201406;0.1983676151;0.1824653737;0.47;0.7;0.60;0.6;0.26;0.6;3;1;1;4
0.4585291281;0.1162041869;0.0878895532;0.50;0.6;0.23;0.7;0.60;0.3;2;4;4;1
0.1174773320;0.2743661178;0.2543418499;0.92;0.7;0.21;0.7;0.65;0.8;4;1;1;4
0.3190684186;0.2486750832;0.1205810035;0.64;0.4;0.32;0.5;0.48;0.4;2;1;2;4
0.0860050298;0.1418174672;0.1901911354;0.41;0.6;0.52;0.7;0.11;0.7;3;3;1;4
0.3888263078;0.2449103399;0.3344054311;0.71;0.5;0.18;0.3;0.76;0.8;2;1;2;3
0.1983348696;0.2192591820;0.1650680485;0.58;0.7;0.66;0.8;0.23;0.5;1;1;2;4
0.5023184859;0.1815863942;0.1134088826;0.96;0.4;0.50;0.7;0.21;0.6;3;2;2;4
0.4796421804;0.1692877664;0.2015217285;0.87;0.5;0.50;0.6;0.69;0.6;1;2;2;4
0.3111024833;0.1975563599;0.3271597733;0.20;0.4;0.88;0.6;0.45;0.3;3;2;2;4
0.2826137866;0.1934120310;0.1745618884;0.11;0.4;0.12;0.5;0.82;0.6;1;1;2;3
0.3967814755;0.2031366397;0.2688359056;0.87;0.4;0.91;0.6;0.61;0.4;4;3;4;3
0.1602776568;0.1497596425;0.2305086429;0.32;0.4;0.44;0.6;0.82;0.5;4;4;1;1
0.2187993161;0.1670891129;0.1252665348;0.61;0.5;0.58;0.3;0.63;0.6;1;2;1;3
0.1979947038;0.1139399267;0.3560744259;0.70;0.8;0.13;0.6;0.91;0.7;4;3;1;4
0.4612703291;0.2314920229;0.1564062434;0.76;0.7;0.78;0.7;0.30;0.6;3;3;1;3
0.4417365343;0.2729003292;0.0981261649;0.29;0.6;0.66;0.6;0.91;0.4;3;4;4;1
0.2979803528;0.1332909548;0.1115849413;0.22;0.8;0.72;0.5;0.92;0.7;3;4;4;3
0.1140231974;0.1379176000;0.2943511381;0.24;0.6;0.17;0.6;0.48;0.6;2;3;3;1
0.3388245669;0.1970711513;0.2773070518;0.89;0.5;0.78;0.7;0.95;0.5;4;3;3;4
0.3477518406;0.1135222708;0.2829096510;0.53;0.6;0.81;0.8;0.78;0.7;1;4;1;1
0.0815053756;0.2144499578;0.1114292564;0.59;0.3;0.19;0.5;0.91;0.6;4;4;3;1
0.5594731311;0.2297941127;0.1236406002;0.89;0.7;0.49;0.5;0.31;0.5;3;2;2;3
0.1723150181;0.2832252493;0.2675584258;0.52;0.4;0.48;0.8;0.78;0.4;3;4;2;3
0.5530036512;0.2160672722;0.1458047231;0.39;0.5;0.45;0.4;0.12;0.7;2;3;4;4
0.2553671126;0.2360976431;0.1425866953;0.36;0.3;0.38;0.3;0.72;0.4;4;3;4;4
0.4314221901;0.1263670527;0.2176680173;0.66;0.4;0.24;0.4;0.84;0.4;2;4;3;2
0.5486428005;0.2351881652;0.1225960904;0.33;0.6;0.52;0.5;0.48;0.5;4;4;4;2
0.1709147135;0.2650007063;0.1691350377;0.83;0.4;0.51;0.5;0.59;0.3;2;2;2;2
0.3925866508;0.2005520009;0.1339684615;0.96;0.5;0.83;0.5;0.54;0.5;3;2;3;2
0.4916690641;0.2817474758;0.2672061323;0.96;0.8;0.17;0.7;0.40;0.6;2;3;1;2
0.3656063435;0.2199838254;0.1201824555;0.82;0.5;0.33;0.7;0.19;0.7;2;2;4;3
0.4405349339;0.2339520010;0.1160804253;0.13;0.3;0.42;0.4;0.29;0.5;4;2;4;1
0.2448010630;0.2895054602;0.2170545883;0.73;0.6;0.82;0.5;0.43;0.4;3;2;3;4
0.3820943895;0.1447524355;0.3009014582;0.37;0.4;0.79;0.5;0.33;0.4;2;1;2;2
0.1319426240;0.2430782623;0.2743507872;0.39;0.5;0.71;0.4;0.89;0.6;4;2;3;4
0.5024004324;0.1476414649;0.2828654749;0.19;0.5;0.48;0.5;0.47;0.4;4;1;1;1
0.1328765472;0.1272576236;0.3435368391;0.31;0.4;0.21;0.5;0.53;0.6;3;1;3;1
0.3939273981;0.1378343183;0.2037442450;0.28;0.4;0.16;0.6;0.79;0.5;1;1;4;3
0.5353211764;0.2710411249;0.3199543639;0.77;0.5;0.32;0.4;0.27;0.6;2;1;4;4
0.1442849120;0.2121091538;0.2639393974;0.81;0.3;0.35;0.7;0.55;0.7;3;2;4;1
0.4601914821;0.1534493835;0.2846843085;0.87;0.8;0.65;0.4;0.81;0.6;3;2;2;2
0.4158166708;0.1670507759;0.3523578907;0.57;0.4;0.88;0.5;0.19;0.7;2;4;4;4
0.3077603900;0.1848853791;0.2675708835;0.23;0.7;0.96;0.6;0.35;0.8;3;1;3;1
0.2425745170;0.1171634854;0.1878859448;0.95;0.4;0.38;0.4;0.13;0.4;3;3;4;1
0.2756275148;0.2154516790;0.3173477523;0.77;0.6;0.27;0.8;0.86;0.6;1;1;4;2
0.0640853776;0.2001939938;0.3603601197;0.16;0.4;0.75;0.4;0.23;0.3;4;4;4;1
0.1645400987;0.2765855887;0.1637696289;0.31;0.7;0.31;0.5;0.50;0.7;3;4;4;4
0.5550753147;0.1236691069;0.3332557615;0.15;0.5;0.20;0.8;0.34;0.5;1;1;2;3
0.1541398024;0.1547282554;0.3244819916;0.80;0.3;0.95;0.5;0.11;0.5;4;1;2;3
0.1686426712;0.1164019121;0.3434797006;0.18;0.7;0.72;0.5;0.67;0.6;4;2;3;1
0.0787735714;0.2161814378;0.3312758544;0.24;0.5;0.24;0.7;0.64;0.6;2;1;3;3
0.5201849739;0.1870106914;0.1217563936;0.52;0.4;0.41;0.4;0.76;0.8;2;2;3;3
0.5447828019;0.1737885877;0.1629455510;0.19;0.5;0.54;0.5;0.50;0.3;4;2;3;4
0.5550886405;0.2355183299;0.1536877482;0.51;0.8;0.51;0.4;0.52;0.6;3;3;4;2
0.4466889909;0.1279517588;0.1866556108;0.68;0.5;0.40;0.7;0.47;0.7;4;4;1;4
0.1511196372;0.1434080885;0.1017211072;0.46;0.5;0.54;0.6;0.56;0.6;2;1;1;4
0.1345088308;0.1846214037;0.3201756444;0.64;0.4;0.40;0.7;0.15;0.7;3;1;2;3
0.2253509739;0.2388045087;0.0838800361;0.24;0.6;0.52;0.6;0.37;0.5;3;1;1;2
0.1755548835;0.2336713613;0.0943108799;0.20;0.6;0.37;0.6;0.46;0.5;2;2;3;2
0.4515210719;0.1086740974;0.1156660709;0.18;0.8;0.69;0.6;0.19;0.8;1;1;2;1
0.3575768554;0.2778270405;0.1039973361;0.55;0.7;0.85;0.5;0.21;0.8;3;3;4;2
0.5719119010;0.1690029317;0.2746128728;0.64;0.6;0.80;0.7;0.75;0.5;3;1;1;2
0.0777784897;0.2365792943;0.1681736076;0.89;0.7;0.82;0.8;0.83;0.4;1;3;3;4
0.3511473746;0.1693151308;0.1485824709;0.18;0.3;0.37;0.6;0.49;0.7;2;1;1;2
0.2607972260;0.1762190455;0.3144416177;0.81;0.6;0.67;0.5;0.96;0.4;3;1;4;1
0.0793337943;0.1430659643;0.1478305212;0.34;0.7;0.78;0.3;0.62;0.5;1;3;1;3
0.5066660607;0.1847008362;0.3500295574;0.24;0.5;0.51;0.7;0.10;0.7;4;3;4;3
0.4791994390;0.1890383806;0.2828356315;0.29;0.7;0.93;0.4;0.19;0.4;4;2;3;2
0.4079229935;0.1837043397;0.0838956597;0.37;0.3;0.71;0.7;0.88;0.6;1;2;4;3
0.5191031756;0.2085290561;0.1213871554;0.85;0.4;0.86;0.5;0.69;0.5;1;4;2;3
0.5621343606;0.2915279367;0.2626059159;0.72;0.4;0.96;0.4;0.85;0.5;3;2;3;1
0.5354528905;0.1880238839;0.1382605963;0.52;0.4;0.43;0.8;0.30;0.8;2;2;4;2
0.5177330442;0.1779385079;0.3584885864;0.40;0.3;0.50;0.6;0.94;0.5;3;3;1;2
0.3216390965;0.2322003043;0.2964653168;0.19;0.5;0.62;0.5;0.61;0.6;4;1;2;4
0.5506879285;0.2725511383;0.0718857497;0.14;0.4;0.47;0.4;0.55;0.4;4;3;4;4
0.3855202549;0.1515946556;0.0754234073;0.57;0.4;0.37;0.8;0.49;0.4;2;4;4;4
0.3192597436;0.1239082190;0.1188467499;0.80;0.7;0.90;0.4;0.59;0.4;4;4;4;4
0.4624838617;0.2729603828;0.1747428887;0.14;0.7;0.12;0.7;0.11;0.8;3;2;4;4
0.3826812035;0.2244069943;0.3443821674;0.16;0.3;0.38;0.3;0.56;0.7;1;2;1;1
0.2465555615;0.1721707208;0.2353984497;0.43;0.6;0.94;0.4;0.91;0.4;1;4;1;4
0.4056136627;0.1676126109;0.3225223041;0.85;0.5;0.67;0.5;0.58;0.6;2;2;4;3
0.4755622626;0.1172432801;0.1278466263;0.56;0.6;0.89;0.8;0.66;0.6;1;1;2;3
0.5826172589;0.1946436611;0.3581360115;0.20;0.5;0.76;0.7;0.24;0.7;4;1;1;1
0.4057058946;0.2544159008;0.3479921622;0.73;0.3;0.58;0.5;0.22;0.8;4;3;4;3
0.4297980871;0.1611912898;0.1734720343;0.32;0.4;0.82;0.4;0.33;0.5;4;4;1;3
0.2582710370;0.1560899219;0.0997015636;0.49;0.5;0.95;0.8;0.79;0.7;2;1;4;2
0.1384543350;0.1528593645;0.1234512110;0.52;0.5;0.59;0.7;0.83;0.7;4;3;1;3
0.1447720301;0.1503644335;0.2421099231;0.34;0.8;0.93;0.3;0.27;0.4;3;1;1;4
0.3200790548;0.2729468908;0.3166754942;0.54;0.5;0.95;0.8;0.32;0.7;4;4;4;4
0.3540221809;0.2121644945;0.3128852278;0.56;0.5;0.76;0.7;0.52;0.7;2;4;1;4
